video,width,height,question,answer,qid
78269,331,185,what are competing against each other down a track,cars,FRAMEQA1056
64520,260,146,how many small dogs is walking down a field and one dog bites the other,two,FRAMEQA7625
18842,245,235,what is the baby panda bear hugging,ball,FRAMEQA26295
71259,500,281,what is the color of the car,red,FRAMEQA23286
92932,500,237,how many young people are sitting together and clapping,two,FRAMEQA37607
70075,500,281,how many young people are kissing on the ground,two,FRAMEQA39430
23643,255,209,what is the man throwing at his face,popcorn,FRAMEQA28195
101345,500,185,how many young boys are kissing each other,two,FRAMEQA32074
15755,160,160,what is the color of the hair,black,FRAMEQA16741
89727,500,250,what is the white girl with black shirt shouting and hand,cup,FRAMEQA2206
92618,500,239,how many guys are playing ping pong and a cat is chasing the ball on the table,two,FRAMEQA40552
10886,245,250,what is the color of the coat,black,FRAMEQA33757
24710,379,303,what appears to be holding the phone to his ear,dog,FRAMEQA40999
64107,260,146,what is the color of the shirt,white,FRAMEQA21705
27929,266,200,how many men are exiting the vehicle on a very windy day,two,FRAMEQA52655
73653,500,281,what is the color of the shirt,black,FRAMEQA11618
7605,171,202,how many young woman are dancing on the sofa,two,FRAMEQA4402
2883,179,260,what is jumping against the wall into a bucket,cat,FRAMEQA42102
71580,400,225,what falls into the tub of water,kitten,FRAMEQA37579
86745,500,258,how many dancers are performing the dance routine together,two,FRAMEQA41161
95397,500,222,what does one man hold,drink,FRAMEQA44288
80491,500,277,how many men appear from hiding under the podium,three,FRAMEQA19133
84312,425,226,what is drifting on the track with perfect movement,car,FRAMEQA8653
63514,356,200,what is driving down the road passing fields,car,FRAMEQA34562
17947,355,353,what falls off the top of a couch,kitten,FRAMEQA21331
33983,359,268,what is the man playing through a tv,piano,FRAMEQA39808
40636,391,266,how many man leads the other man away,one,FRAMEQA2256
19712,250,232,what does the young man dodge being thrown at his head,ball,FRAMEQA32477
81267,342,189,what is the color of the car,white,FRAMEQA42368
63059,371,209,what does the gymnast throw up into the air he then catches it,stick,FRAMEQA6000
7304,250,300,what is jumping up along the edge of a fridge and opens the freezer door,cat,FRAMEQA3556
7674,250,297,what is jumping into the bowl of cereal,kitten,FRAMEQA1801
14792,200,200,how many african american men in baggy clothes are dancing,three,FRAMEQA15474
69372,400,225,what are playing on either end of a treadmill one slides forward next to the other,cats,FRAMEQA37591
69444,500,280,what is the color of the skirt,black,FRAMEQA20503
5007,500,665,what is the man with a hat on dancing and opening,jacket,FRAMEQA32812
7879,180,210,how many brunette women are hugging each other and laughing,two,FRAMEQA15877
99009,375,155,what does the large dog let out of a cage and they walk off together,dog,FRAMEQA3122
81456,245,135,where is the passenger looking at the female driver and then the driver looks at her,vehicle,FRAMEQA1668
20887,450,400,what is being lit changes to a man in bathtub in purple colored lighting,cigarette,FRAMEQA46274
57457,480,270,what is speaking to the young boy,orange,FRAMEQA41931
47134,245,150,what is the color of the jacket,black,FRAMEQA36387
47864,500,304,what is the forklift flipping onto its prongs,coins,FRAMEQA18052
78369,330,185,what is smoking as it rolls on the track,car,FRAMEQA44595
47510,255,157,what does the woman hit,bag,FRAMEQA43606
54380,280,158,what is the color of the skirt,red,FRAMEQA49696
94099,500,230,what is the color of the suit,black,FRAMEQA14472
19975,245,225,what is the color of the hat,red,FRAMEQA45588
87438,400,204,what is the black and white cat pawing,dog,FRAMEQA5563
69845,400,225,what is the small kitten drinking from a bottle,milk,FRAMEQA21364
60800,480,270,what is plating inside of the pink basket,cat,FRAMEQA42372
12374,160,160,what is the color of the man,white,FRAMEQA21082
49275,400,239,what does the man look out,window,FRAMEQA44013
64289,260,146,what is the color of the lipstick,red,FRAMEQA7123
51914,380,219,what is the color of the cat,brown,FRAMEQA49809
2528,500,750,what is this driving down the road on a cloudy day,car,FRAMEQA23133
43278,300,199,what are sliding on the floor,dogs,FRAMEQA6960
99649,500,200,what is the color of the sheet,red,FRAMEQA11509
34338,500,374,how many men are fighting,two,FRAMEQA34729
56654,320,180,what is the color of the men,black,FRAMEQA32890
84823,500,267,what is the man drinking from a can,alcohol,FRAMEQA11711
41642,224,150,what lies down in the bed and covers itself up,dog,FRAMEQA18632
40946,307,209,what is laying on its back trying to attack someone s hand,kitten,FRAMEQA26353
66078,360,202,what is performing the back flip,dog,FRAMEQA11098
37025,300,221,how many footballers are bumping each others heads to look strong,two,FRAMEQA14543
74639,400,225,what is the color of the dress,yellow,FRAMEQA14852
292,123,225,what is rubbing its back on a green,dog,FRAMEQA26544
80164,480,267,what does someone pull from a pile of leaves,ax,FRAMEQA22943
58793,320,180,how many men are walking through the car park,two,FRAMEQA33204
12162,300,300,what is the color of the hat,red,FRAMEQA32841
67622,500,281,what is the color of the hair,black,FRAMEQA5760
65358,425,239,what pulls out of the building and drives along,car,FRAMEQA43001
58791,320,180,how many guys are sitting on the couch talking while wearing sweatshirts,two,FRAMEQA36235
57515,160,90,what is playing with the ball in grass,dog,FRAMEQA18695
51719,245,140,how many hands is the blond woman screaming and moving,two,FRAMEQA4552
97297,500,213,what is racing around the track,car,FRAMEQA21093
38359,245,175,what is kissing the hand of a spaceman,turtle,FRAMEQA51269
96764,325,138,what is the man riding over small waves,surfboard,FRAMEQA50236
5690,292,373,what are people walking behind,luggage,FRAMEQA46407
50620,500,291,what are two men carrying and talking to each other,bags,FRAMEQA20600
100899,525,202,what does the young asian make,gesture,FRAMEQA22060
79379,500,278,what is the guy with tattoos on his arm hugging,monkey,FRAMEQA46355
34744,300,225,what is falling over the wall,elephant,FRAMEQA43534
96477,500,214,what are racing through the town together,cars,FRAMEQA1386
51959,300,173,what are two women wearing and laughing at something,headphones,FRAMEQA38184
58959,320,180,what is the color of the skirt,white,FRAMEQA203
22589,390,325,what rest his paw on the shoulder of a child,dog,FRAMEQA50814
78355,330,185,what are racing on the track,cars,FRAMEQA48685
60691,320,180,what does the lady in a uniform put away,stethoscope,FRAMEQA43866
51245,540,310,what is the color of the lipstick,purple,FRAMEQA25515
76079,500,281,what is the color of the cups,red,FRAMEQA36703
72424,500,281,what is the model wearing a yellow dress with really large earrings is walking,runway,FRAMEQA27239
36272,550,406,how many men wears black caps sits and laugh out loud,two,FRAMEQA39633
4935,260,346,what is the color of the shirt,black,FRAMEQA44129
87005,334,172,how many people are looking at each other and laughing,two,FRAMEQA4581
3547,194,270,what is the man playing with his fingers,instrument,FRAMEQA52601
7989,400,464,what is the shirtless man smoking,cigarette,FRAMEQA39102
22356,343,287,what is the color of the jacket,black,FRAMEQA48040
25729,258,200,where is the man going,door,FRAMEQA23387
88951,500,250,what is the color of the man,white,FRAMEQA36445
18721,350,339,what get thrown across the room and a cat jumps out a basket and catches them,clothes,FRAMEQA14712
12938,245,245,what is the color of the shirt,blue,FRAMEQA7624
77597,340,191,how many teams are playing hockey,two,FRAMEQA38761
49069,224,134,what is an asian man wearing,clothes,FRAMEQA18476
40244,245,168,what is the color of the hood,green,FRAMEQA40908
80342,300,166,how many men are hugging and laughing with each other,two,FRAMEQA8681
46631,320,198,what is chasing the string on two feet,cat,FRAMEQA537
3204,245,349,what is the boy laughing and fixing,shirt,FRAMEQA37392
332,160,290,what is the color of the shirt,white,FRAMEQA48547
14001,500,500,what is the color of the shirt,white,FRAMEQA19023
16718,245,245,what is the girl walking up wearing a coat,steps,FRAMEQA21162
17793,200,200,how many fingers does an oriental girl with stars on her face hold up,six,FRAMEQA27533
66653,410,230,how many man enters the room and gives a hug,one,FRAMEQA43123
69336,500,281,what are two black men sat next to each other and laughing,suits,FRAMEQA51671
89570,500,250,what is one guy shaking,can,FRAMEQA50903
100104,500,200,where does the man smile,room,FRAMEQA41534
49993,500,295,how many women are kissing each other in bed,two,FRAMEQA44189
20105,300,275,what is the color of the hair,white,FRAMEQA21425
72891,300,169,where is the person wearing a cap embraces a person,chair,FRAMEQA4953
69448,500,280,what is the man singing and holding while facing another man,microphone,FRAMEQA9670
11402,300,300,where is the man playing,pool,FRAMEQA43871
9388,335,365,what knocks the glass of water off the top of a desk,cat,FRAMEQA50352
57391,320,180,what is jumping from the end of a dock into a body of water,dog,FRAMEQA4337
44724,260,169,what is the color of the man,white,FRAMEQA41124
41278,245,165,what melted and began to slide into the dish,chocolate,FRAMEQA10554
89411,500,251,what is the color of the hair,black,FRAMEQA27703
50918,500,289,what is the color of the shirt,blue,FRAMEQA21887
34062,350,262,what is dancing on his back,bear,FRAMEQA15700
7123,245,294,what is the color of the suit,black,FRAMEQA38453
53173,640,362,what is the color of the suit,white,FRAMEQA1168
100370,500,200,how many man is holding the microphone while a second man has his arm around the first,one,FRAMEQA18197
1403,272,480,what does someone enter and there is a dog on the bed,room,FRAMEQA44970
72983,450,253,what is the color of the owl,white,FRAMEQA33352
55466,331,187,what drives along the gray road,car,FRAMEQA33378
13989,500,500,what is the color of the girl,white,FRAMEQA39603
24959,250,198,what is walking inside the cardboard box with his head protruding from a hole in the box,cat,FRAMEQA37614
27702,250,188,how many people are making faces with other people behind them,three,FRAMEQA40282
7913,245,285,what is the color of the suit,red,FRAMEQA10946
34387,500,375,what is the color of the man,white,FRAMEQA8004
1845,245,400,what is the color of the jacket,green,FRAMEQA42558
100566,500,200,how many pirates is this pointing guns at each other,three,FRAMEQA20300
18017,250,249,what is holding another cats head with its paws and then touching noses,cat,FRAMEQA49879
44650,245,159,what is the color of the dress,red,FRAMEQA43706
48035,400,242,how many boys are sitting,three,FRAMEQA1913
70909,450,253,what is the girl singing and a guy is playing,guitar,FRAMEQA29854
7637,160,190,what is the color of the shirt,black,FRAMEQA52023
60123,320,180,what are several young man playing and singing,instruments,FRAMEQA20022
57974,480,270,what is the person sitting and playing,guitar,FRAMEQA40913
98952,500,207,how many boys are pulling him away,two,FRAMEQA4525
65478,474,266,how many men are dancing and singing on the stage,four,FRAMEQA13740
86615,540,280,what is the color of the man,white,FRAMEQA17680
55653,330,187,what turns on the race track while the driver gives a thumbsup,car,FRAMEQA117
37130,247,180,how many men in hats are standing next to each other,three,FRAMEQA19615
27380,268,202,how many boxer avoids the other s punches,one,FRAMEQA36280
10148,300,316,how many men hold onto each other and flip one another around,two,FRAMEQA14932
14664,245,245,what is the white man with white shirt doing,dive,FRAMEQA18820
98977,500,207,what is the color of the cup,white,FRAMEQA36106
96669,960,410,what is the color of the object,black,FRAMEQA24922
71332,250,141,what is the color of the man,black,FRAMEQA43968
26463,260,199,what is the color of the trousers,white,FRAMEQA20706
68292,300,168,what is the man swinging around,knife,FRAMEQA12654
24335,250,200,how many men are standing beside each other,two,FRAMEQA46448
74205,400,225,what is trying to get in the window and falls,cat,FRAMEQA40473
7413,320,384,how many young girls are having the cheery conversation outside on a summer day,three,FRAMEQA4271
72783,400,225,what is the color of the room,white,FRAMEQA49290
38161,339,242,what does an athlete put on but it falls off and he scratches his head,hat,FRAMEQA18968
3058,245,350,what does the man smile and eats,snack,FRAMEQA39749
6531,245,300,what is the color of the shirt,yellow,FRAMEQA50116
87381,470,240,how many women in a crowd are dancing together,three,FRAMEQA25473
